,ICODUBLI2_TemperatureC,IDUBLINC2_dailyrainMM,IDUBLINC2_TemperatureC,ILEINSTE8_TemperatureC,ILEINSTE8_dailyrainMM,ICODUBLI2_dailyrainMM,_index
86,0.1301871542215694,0.11706468880439011,0.1740674210153651,0.10851358701763575,-0.05846421678480984,0.0436239728947772,15_8_1
87,0.2519803745090179,0.00776164729920684,0.24973978060936952,0.23309530793712357,-0.07298174664082674,0.06688823835935716,15_8_2
88,-0.04898421340276731,0.029974567915982006,-0.008243295290928156,-0.06511295718534076,-0.029125514401495363,0.022908416728407432,15_6_1
89,0.1561961528390132,-0.03881778418476162,0.14626264859948793,0.1365632374134973,-0.11512687741108786,-0.00909871656269845,15_9_1
90,0.44451563750848216,0.03329866996898446,0.3695410901408223,0.4230482178797964,-0.07405416030742604,0.029100742612401437,15_9_2
91,0.08893006109651763,0.08429584834592685,0.060314529524030144,0.08999013290712538,-0.09832421148128125,0.002827548248885417,15_6_2
92,0.2021490109150927,0.0969388874671064,0.18419270670970622,0.20432066267953247,0.07836828233895882,-0.015390895101495964,15_7_2
93,0.026729115252031862,0.01347236292270077,0.0645503997669905,-0.008787975766278162,-0.06816010901465125,0.06921995126117426,15_7_1
94,-0.14865355102605912,0.21700897715309742,-0.036390298277190494,-0.18338214709653017,0.0907247335782125,0.12757573865797972,15_4_1
95,-0.06350476217252143,0.1460803058508728,-0.01592641209237929,-0.05702005049402517,-0.05498798884987763,-0.05581455538954701,15_4_2
96,-0.004540480299488355,0.17069385179413255,0.07954669412553086,-0.03556000120113195,0.015903609064847724,0.0959891152959408,15_5_1
97,0.1874778255458425,0.15295667377838607,0.1856993537641535,0.1848214526212159,-0.005457765097060419,0.06169248359898572,15_5_2
98,0.07074983771305392,-0.09520697701095324,0.12327680489799052,0.10679871994029717,-0.11328185507096705,0.06104346807439505,15_2_2
99,-0.21540588409446984,0.13884790633809285,-0.15607129917196066,-0.25939751704856884,0.08818535890192544,0.07347863382146091,15_2_1
100,0.09323340245364051,0.020484995872836028,0.062050809970328843,0.10519356915049921,-0.15773107136264225,-0.021160811702427434,15_3_2
101,-0.2683167375050227,0.15208236655335644,-0.20812378187663885,-0.3113401778238056,0.11055522746604401,-0.005676681068599238,15_3_1
102,0.13801150627455136,0.23432511940658998,0.22994665622545724,0.09459731470912143,0.013237465285027271,0.13911558285413456,15_1_1
103,-0.23067198725032964,0.017084193651681758,-0.17722003489224245,-0.23785485148217306,-0.13202275339609534,-0.0006485383439363987,15_1_2
104,0.3434255343876518,0.09348134067458244,0.3126621811536627,0.3520338036549286,0.05751596896265831,0.0506144480168467,15_10_1
105,0.40386299624978805,0.17747635430254496,0.3255068203650824,0.3819796426700544,-0.001158454607024532,0.0827570438104928,15_10_2
106,0.22892505553132608,-0.010767695869776796,0.17425636569781286,0.1958035031320047,-0.0622211280494763,0.09446836133651805,16_3_1
107,0.07138256475812746,-0.04219166870843257,0.056285493058970806,0.08174002496169977,-0.1448450771493577,-0.011269245629339624,16_3_2
108,0.24353506805242428,0.09758925476008914,0.16449689187525443,0.28019548771079195,-0.0789990229023121,0.15014850750273023,16_2_1
109,0.06651180800712614,-0.11746794264194578,0.062060422789597246,0.08866583071083775,-0.0022192135362998867,-0.035948123380887174,16_5_1
110,0.6350692458241585,0.10124117090690841,0.6029820906249267,0.5959198462990921,-0.052721414557271265,0.10879152494838736,16_1_2
111,0.21296136661901074,-0.04562597598762526,0.12333740094842496,0.23044820618659453,-0.061638041538222506,0.10552239625069712,16_6_1
112,0.0606387523544902,-0.0361772582028403,0.05874305346305561,0.06096266566200527,-0.1895037126616734,-0.024327578736533854,16_2_2
113,0.13614791891608108,-0.0765628049597269,0.06491346519776861,0.10665251692012301,-0.034044782718820055,-0.030014221378157714,16_7_1
114,-0.010390428599507994,-0.010965482083762744,-0.012478065899580025,0.024234727588220012,-0.04885463892078955,0.05292556162135437,16_5_2
115,0.2686623279532614,0.0003988646271851346,0.20666497343815018,0.23691299355281972,-0.061798327411119666,0.11054560342599151,16_4_2
116,0.2609548293428197,-0.04662642345163647,0.0864634505220071,0.3154471244647474,0.015270333388566275,0.1917139456000142,16_4_1
117,0.16761327374853752,0.00403454417997404,0.10975984487359727,0.12276332371132728,-0.11816905676728237,0.00041791869006305475,16_7_2
118,0.1304136516749882,-0.07489060748627403,0.04046176445510779,0.21774207680784896,0.086644574696596,0.21636884093499165,16_6_2
119,0.16993583368548504,-0.10395038127857813,0.16574363511576487,0.16346240732582307,-0.09794993137191951,-0.01930633712781916,16_1_1
121,0.3230593075083152,0.01756093684341456,0.2890943824924771,0.3107208475884673,-0.017309669871515016,0.003198980864403362,17_5_1
122,0.25303676219577226,0.09853296572259415,0.22313567653968142,0.26690693460674425,-0.028975960980818293,0.10907124170351844,17_6_1
124,-0.23067971706213825,0.09591233158296578,-0.20399286620881651,-0.21357781587335078,-0.02430825048773598,-0.09017957205889554,17_7_1
127,0.14980935759214586,-0.06455508748133414,0.10711717657059298,0.12727321258443466,-0.037148780520456205,-0.026451359201952927,17_1_1
128,0.1665744414394109,-0.05223698297857919,0.12060097456073605,0.14302184063413032,-0.02973873720920601,-0.022570834984030022,17_2_1
130,-0.10495641216488426,0.07262457046476514,-0.05957326688951012,-0.08214448847055526,0.012135158284872683,0.01063617942208585,17_3_1
133,0.44345995935621413,0.09302763893268562,0.408873060121122,0.41311432769970574,0.011829096384479494,-0.04962835434139365,17_4_1
135,-0.5042794395400538,0.06592028408336618,-0.4226312438232552,-0.4738461194952707,-0.07369492451666727,-0.05896517759506723,18_3_1
137,0.11879144920179567,0.15709479885942956,0.12986599404495924,0.09640989233272416,0.11637940240230109,-0.030784471346165274,18_2_1
138,0.2399311655437655,0.09161438337157071,0.2073746847886206,0.17123380729443718,0.009061268509484391,0.13054231528866633,18_8_1
140,0.48115827158548913,-0.07882281589235772,0.4005434328086799,0.5116624193101437,0.024877386078271623,-0.004147749793308679,18_1_1
143,0.3479622961244254,0.01261892466967384,0.28348271088907995,0.31242553603585577,-0.058716157878867956,0.05819401259569405,18_7_1
145,0.3275775888606465,0.0705828903918826,0.2837328897191442,0.3129552978775753,-0.0446440139929189,0.06028093146722735,18_6_1
146,0.27861481677922795,0.10243725236218788,0.26053721951471775,0.2679934378837805,0.053181573894441315,0.06913427487593841,18_5_1
148,0.12774160027596732,0.18267701646779516,0.13906923246177247,0.13215784499248248,0.04348920311349549,0.031206193735380805,18_4_1
151,0.3357939026253673,0.050739173292012336,0.2543418567844519,0.27967749825084304,-0.024718708501715918,0.13294380579563678,19_2_1
153,0.006036966322097043,0.09037960553810309,0.022316634134647777,0.03684941220294269,0.03716731589065232,0.06359922548205964,19_3_1
154,0.27024794544846076,-0.09423160898654658,0.23669221348686276,0.26234991026473353,-0.21645242230677456,-0.02471082105553199,19_4_1
155,0.4202486375520954,-0.005847935558422143,0.32818864054839636,0.40610812771332483,-0.0751544904135835,-0.0012528921318142987,19_1_1
159,0.15176008256330203,0.0866277053868081,0.11333643020579595,0.17228392862580091,0.12021934160461539,0.15354035252988843,20_2_1
161,0.3087952534462189,0.09283284862400824,0.25661854601787565,0.2999638682871905,0.054029976531751414,0.13936313652988513,20_3_1
162,0.37651621735042157,0.10129189198846511,0.302956839342834,0.3784559382143124,0.019883873057596094,-0.0012137276793797935,20_1_1
165,0.1228991671796655,-0.11758692904362146,-0.0803494079715159,0.1598036800907014,0.006383433981330588,0.21462316186447514,20_6_1
167,0.06489854533985975,-0.08982221858177626,-0.12369667044449022,0.11040565482056423,-0.019905170451049562,0.15759649825970495,20_5_1
169,0.15103954980820625,-0.04655344989391355,0.11110363150554545,0.16366230354788608,-0.041584946537986715,0.2804673093466153,20_4_1
170,0.09936174921910428,-0.13002937459415442,-0.030244985164128317,0.15673628897617534,0.04313298241701791,0.14711058253709905,21_5_1
171,-0.06933231141866489,0.014865718436532888,-0.03240051956250002,-0.10680147300434228,0.06208244206273011,-0.11732345666548709,21_5_2
172,0.3253357510943831,0.1809319944909616,0.3228332411384344,0.33386856554398586,0.04818972622670105,0.16052295845679626,21_4_1
173,0.1690460707622821,-0.20885656235944394,0.11106771353671635,0.14830492191726707,0.011302632897108054,-0.07123637692334,21_4_2
174,-0.07350572502913497,0.0076846052317225515,-0.035175633897893,-0.10888871085106192,0.06231601934854433,-0.11776064445935547,21_2_2
175,-0.09131850049225171,0.13747905265903276,-0.0942967793668743,-0.024641621426017633,0.11785252894413614,0.020575892390042212,21_2_1
176,-0.04458139500499434,-0.046805113791521205,-0.018902221823302427,-0.0816749462293491,0.05919666351465271,-0.11970393634797373,21_3_2
177,0.32479564343928313,0.05891664265594876,0.3128786128653884,0.34707073230422325,-0.026112974573018612,0.11662727384371842,21_3_1
178,0.2505154855042532,0.2407755261555791,0.3305755179807788,0.20257013855429484,0.013171251941928483,0.14122790267703927,22_11_1
179,0.26318522812581563,0.2174410840724276,0.2886926303146214,0.25733215552447014,0.10300875406752037,0.08699638795271307,22_10_2
180,-0.12536901816083185,0.2258307190539695,0.01196411093893768,-0.12740345210897072,-0.029884035776316813,0.09521233629347302,22_10_1
181,0.1646349631663998,0.19565886275827635,0.24380962902152092,0.15043483583900766,0.02442507727714652,0.15821604158460184,22_13_1
182,0.29431179317363737,0.0968014956021384,0.2729925400472091,0.26159196216614594,0.06110124695726011,0.10838037166891978,22_13_2
183,0.23657389856569896,0.16774447765312125,0.27617543336161904,0.19885452307207455,0.13836484474068042,0.15910737257365892,22_11_2
184,0.19606066430893887,0.16926994154981967,0.25050582072341726,0.15500715741119994,-0.007055143734135798,0.18732950621525377,22_12_1
185,0.3113727741482243,0.0758302543071474,0.25160062017266377,0.2742978247383502,0.07471832580568248,0.15205014673477518,22_12_2
186,0.1655263016130891,0.07131265612305308,0.1886346771145145,0.1476224954627346,0.042532597902809374,0.1088393548737608,22_14_2
187,0.2125488020493974,-0.04924232462659393,0.11573339288912905,0.20794475805178678,-0.06478408587406437,0.10898154330539779,22_8_2
188,0.20236014697868607,0.21859422324068337,0.2902048249733047,0.1961763698676522,0.024928678159009912,0.16091651718396788,22_8_1
189,0.40941983624780637,0.07640567864844362,0.39021418820798537,0.3943880130506271,-0.08486385870964877,0.09724045113038716,22_9_2
190,0.28383010385961926,0.19571635206711305,0.3297765191285853,0.2639753280108825,0.041970012694723204,0.08698098229786014,22_9_1
191,0.1464442354507792,0.09337173435439275,0.15261738796885865,0.1628737060155107,0.13067637194617054,0.21896093575880804,22_2_1
192,0.3010120455228927,0.1128241829870165,0.2528012610867949,0.303528683583629,0.0603321506224344,0.1368082720255684,22_2_2
193,0.2282554096586752,0.13112284843230856,0.1905295398939305,0.23252628756900434,0.17622274434650959,0.14702261013190124,22_14_1
194,-0.1582982267799827,0.22532403598580675,-0.03974433554270732,-0.14919046301286532,0.09664997520886502,0.21422302864853693,22_3_1
195,-0.21912569158535608,0.057438231709523,-0.11285390639190732,-0.24648009788633707,0.011683112475801715,0.051420972913450366,22_3_2
196,-0.21159127888643833,-0.02358991787421915,-0.1767482963358682,-0.17852876858721595,-0.131173973502878,-0.04379921976366283,22_4_2
197,0.14433164013355723,0.06277035960470073,0.1751219330665795,0.16215562814564652,0.051310479849175084,0.025339963268748333,22_4_1
198,0.41208810951612096,-0.14186700348283798,0.327871100547349,0.422347844737221,-0.18565142168130058,-0.07228989535789454,22_5_2
199,0.22049690021064772,0.07507094959521121,0.22589658137998908,0.18763895375342282,-0.040549267724200755,0.0157809863257906,22_5_1
200,-0.08074272433476914,0.29356990460045645,0.053480633386909615,-0.08105001884727697,0.12312685940161769,0.07820806023065228,22_6_1
201,-0.6895296287703474,0.12270863253823226,-0.4270379947969774,-0.698145904657261,0.04640663055964392,-0.075458080831498,22_6_2
202,0.0643962168541805,0.13170123619055255,0.18080913428368325,0.03423645439550788,0.0151548096044729,0.08438572930529462,22_7_1
203,0.08983192938941514,0.014892401895866209,0.10669302764551467,0.08028786670958155,-0.05208172929619114,0.005909324792143908,22_7_2
205,0.07884953691167744,0.09602922641832652,0.0514165467493493,0.08255382242590473,-0.016213513046915512,0.06028294874946638,25_4_1
208,0.002772181819974468,-0.04921999494446352,-0.012968293885011384,0.005919800627885897,0.024718029715240963,-0.026089435392489358,25_3_1
210,-0.5104428188066303,0.06394905509879094,-0.39528213375636556,-0.46270426821834776,0.0029790412542019685,-0.008000151084675514,25_2_1
211,0.2171659448105505,0.04028310342038017,0.20851404303281987,0.2389662964167747,-0.09866712536957274,0.08126937231532819,25_1_1
213,-0.32207588653005725,0.09974895710643679,-0.28277590233932315,-0.2900397388792239,0.006324129957440877,-0.0334953331435676,26_1_1
214,0.07868626315508205,-0.052375416262907294,0.016826256238202827,0.04824853615582307,-0.009613025840484684,-0.024972476627017612,26_2_1
216,0.2225117019296537,0.11926955385391148,0.2344110938783539,0.23658273515003045,0.05630228639814852,0.19696692740324012,26_3_1
220,-0.12536413450119524,-0.06975708714346548,-0.06980723031628627,-0.13177402787241385,0.07888516662489686,-0.11223965223906122,27_3_1
221,-0.001955229112442646,-0.008674897813677016,0.023562653708052286,-0.0013013990518308046,-0.17911428603853963,-0.05595317071787678,27_4_1
222,0.058572594959230145,-0.05659988773048178,0.06108637652833605,0.054257321754024423,-0.2156024803808424,-0.05891534006186455,27_7_1
224,-0.16505177486076472,-0.028279069686262908,-0.061662077359582596,-0.19494498526751777,0.051201039477876874,-0.07560774022359812,27_6_1
227,0.030079007796494906,-0.0034169699119072066,0.014560135056405002,0.052330857880553826,-0.15355128958624648,-0.047509552378988594,27_9_1
229,-0.018008213674064667,-0.1388981005628678,-0.049235313692345885,-0.04219644344685965,-0.121948391753371,-0.06136694732346256,27_8_1
231,-0.052537653602770025,-0.022864874970127437,-0.00852435451746158,-0.027502313090610544,-0.09723971747322246,0.06278467934597462,27_1_1
232,-0.010577243907304261,-0.060198071823143066,-0.0006559687020658107,-0.0162188832817841,-0.21862430859831658,-0.06102812692576053,27_2_1
234,-0.016455130624356704,0.043269542543525434,-0.0010716905968735247,-0.025137714810980434,0.07009905807270868,-0.053751055317219715,27_5_1
235,0.022729223356258002,-0.02563682198895285,0.017715376110251563,0.007276685070791166,-0.18119411325590545,-0.07174924054027175,27_10_1
239,-0.13030702694550986,0.0015473204835537305,-0.11972058348213362,-0.1318987896707275,-0.16202335857636913,-0.08185349382041221,28_2_1
240,0.01741489100579238,0.04327439464898651,0.06290461710954533,-0.00011974065391621403,-0.03312397559614806,0.049757276202756585,28_3_1
241,0.18977833378048303,0.027211044181078985,0.18563648419888698,0.1659540000458431,-0.03883882196271426,0.10685992770940307,28_1_1
244,0.042669836857291955,0.18828844568135883,0.10462041759089188,0.01220679756222628,0.026126301617269247,0.09128864489682335,28_6_1
246,0.1656133019949162,-0.010393960878594349,0.17146428029051342,0.14219669450276257,-0.08571533189482368,0.011633118828676268,28_7_1
247,0.07447805525032741,0.016777043023753477,0.09955173528447497,0.06437190866121698,-0.05537041079477797,0.046950762441333095,28_4_1
249,0.20705185256263484,0.07950041077313555,0.2532287040418992,0.19440727292102647,-0.07828633103840986,0.0586586280227164,28_5_1
252,-0.049207055224332524,0.006413776770086146,-0.052174415909332576,-0.005413101207243971,0.18894038228796856,0.058188040167615196,28_8_1
254,-0.04859374059393741,-0.019979941149421233,-0.007014447949574643,0.005036163580857561,0.10414123548782246,0.28125991497767744,29_2_2
255,-0.12062782924207528,0.016806490513271728,-0.06663465843118102,-0.10044915445749772,-0.08878065244377426,0.019271589626857998,29_2_1
256,0.03998998649120811,0.1925663521702674,0.09012814818573035,0.026912851859048778,0.0737637508773154,0.050004921127637394,3_3_1
259,0.12708707581741505,0.24654111512990146,0.21361859614944084,0.13062228454150204,0.1833438015356538,-0.00045006201582863386,3_2_2
260,-0.20093850741524621,0.20614584839353572,-0.1562097202221996,-0.2115776431519924,-0.01827771299466437,0.013976034798776984,3_1_2
261,0.248974372051416,0.26291798469708005,0.2839444489643984,0.24593970587490935,0.17535293346655084,-0.031880728458601154,3_1_1
262,0.20599727800650833,0.17936849930837068,0.2679453003761262,0.22829787535642002,0.003907952268849395,0.11882001684385457,30_3_1
263,-0.009047203755417572,0.09880879734791825,0.007917029604801746,-0.004391250905538137,0.11010404353200749,0.24587716158808973,30_23_2
264,-0.28206374540616014,0.1701517887240939,-0.22199150968063136,-0.2718382733811091,0.19015185101457857,0.07879841141577208,30_23_1
265,-0.13496305034253933,-0.06549495990206632,-0.12739506640352002,-0.18143906524183698,0.0747574748417709,-0.028882150264813767,30_22_2
266,-0.3488137691982708,0.16213876875997674,-0.1485902239199152,-0.363540370329623,0.016178353352462278,0.016776413141885774,30_22_1
267,-0.38252833199942454,0.14594221999177556,-0.32150699611731315,-0.40041653487035866,0.040158920163144145,-0.005288561062773021,30_21_1
268,0.2434164439869424,0.05555235312332916,0.20306935673114435,0.18965407859685757,-0.09081988564564925,0.14122568619882409,30_21_2
269,-0.3236759018881197,0.05893311429417175,-0.24170229409620017,-0.33818132002604107,0.06516243858416677,0.09606655674292415,30_20_1
270,0.1780766796001351,0.03603068100324469,0.1318549697072392,0.15078305092511005,-0.028742112183557374,0.1452583482970914,30_20_2
271,-0.20405956284657747,0.16432689171091858,-0.1192453212151761,-0.17919470334210474,0.07010178507662189,0.035907060794856345,30_17_2
272,0.0679566847315822,0.16562192273391194,0.08112745163205365,0.03367817332600747,0.06658327725538601,0.07546924495853057,30_25_1
273,0.25062573166170476,0.06260810212081305,0.2187119947241004,0.25561130062452486,-0.08343418582059962,0.04102816440974054,30_25_2
274,0.21285223750780677,0.2764187800865722,0.22718684050493956,0.1939077151073282,0.07498998001593882,0.11428549282237227,30_24_1
275,0.2150057958565269,0.06371282523419573,0.186678817834657,0.20907050432587304,-0.04161859284931999,0.12840774164988578,30_24_2
276,-0.2641604350258774,0.18934776994957425,-0.19514511073173801,-0.26243342324954927,0.06485431979666414,0.05716956544080602,30_12_2
279,0.3125641701814571,-0.018076930373801675,0.23278463124248608,0.2967841001381698,-0.13463216503098163,0.08472054776671334,30_16_1
280,-0.19905885101275425,-0.019600115450458,-0.12728589968274012,-0.1993968297784317,-0.052339291301172784,0.06037931978033914,30_17_1
284,-0.12745601828085718,-0.022123144701959783,-0.1032573574377128,-0.09087779667168515,-0.12079289803787316,-0.017681760888366992,30_15_2
286,0.1900655551245979,0.09392582013025079,0.23384019449352939,0.1557126395597266,-0.04477526717194629,0.019847550401935046,30_5_1
288,0.0024137809480286516,0.11449349003703764,0.07210857508641125,-0.028631621585558247,-0.038591095285040976,0.05315081285244666,30_7_1
291,0.025623023277683357,0.016506189764104083,0.05578271811767713,0.03852172802214648,0.0029296820224150944,-0.009161585280612207,30_6_2
